Cod_comp;Fecha;Demanda;Fotovoltaica
2022-11-08h12;2022-11-08;281.118;186.343
2022-11-08h13;2022-11-08;275.904;38.94
2022-11-08h14;2022-11-08;271.793;59.1484
2022-11-08h15;2022-11-08;259.34;28.8964
2022-11-08h16;2022-11-08;229.498;41.4238
2022-11-08h17;2022-11-08;225.306;89.4395
2022-11-08h18;2022-11-08;214.762;0
2022-11-08h19;2022-11-08;183.945;0
2022-11-08h20;2022-11-08;148.124;0
2022-11-08h21;2022-11-08;113.45;0
2022-11-08h22;2022-11-08;98.597;0
2022-11-08h23;2022-11-08;92.413;0
2022-11-08h24;2022-11-08;90.123;0
2022-11-09h01;2022-11-09;88.546;0
2022-11-09h02;2022-11-09;88.843;0
2022-11-09h03;2022-11-09;88.718;0
2022-11-09h04;2022-11-09;88.994;0
2022-11-09h05;2022-11-09;87.694;0
2022-11-09h06;2022-11-09;92.302;0
2022-11-09h07;2022-11-09;102.779;0
2022-11-09h08;2022-11-09;180.304;0
2022-11-09h09;2022-11-09;239.836;26.0309
2022-11-09h10;2022-11-09;289.309;53.5142
2022-11-09h11;2022-11-09;295.633;104.453
2022-11-09h12;2022-11-09;294.095;173.978
2022-11-09h13;2022-11-09;287.203;74.0062
2022-11-09h14;2022-11-09;276.585;82.8878
2022-11-09h15;2022-11-09;251.594;44.5907
2022-11-09h16;2022-11-09;217.798;106.969
2022-11-09h17;2022-11-09;195.134;91.4595
2022-11-09h18;2022-11-09;195.804;1.51685
2022-11-09h19;2022-11-09;168.471;0
2022-11-09h20;2022-11-09;135.459;0
2022-11-09h21;2022-11-09;113.892;0
2022-11-09h22;2022-11-09;97.537;0
2022-11-09h23;2022-11-09;90.917;0
2022-11-09h24;2022-11-09;89.692;0
2022-11-10h01;2022-11-10;90.767;0
2022-11-10h02;2022-11-10;89.575;0
2022-11-10h03;2022-11-10;89.385;0
2022-11-10h04;2022-11-10;87.086;0
2022-11-10h05;2022-11-10;89.032;0
2022-11-10h06;2022-11-10;98.629;0
2022-11-10h07;2022-11-10;112.58;0
2022-11-10h08;2022-11-10;182.242;3.96189
2022-11-10h09;2022-11-10;248.577;57.2712
2022-11-10h10;2022-11-10;278.442;54.4113
2022-11-10h11;2022-11-10;288.705;179.6
2022-11-10h12;2022-11-10;286.356;285.184
2022-11-10h13;2022-11-10;275.632;313.543
2022-11-10h14;2022-11-10;266.673;307.891
2022-11-10h15;2022-11-10;249.712;271.819
2022-11-10h16;2022-11-10;224.269;209.074
2022-11-10h17;2022-11-10;202.257;119.214
2022-11-10h18;2022-11-10;181.769;3.30787
2022-11-10h19;2022-11-10;153.492;0
2022-11-10h20;2022-11-10;126.941;0
2022-11-10h21;2022-11-10;109.563;0
2022-11-10h22;2022-11-10;93.857;0
2022-11-10h23;2022-11-10;85.536;0
2022-11-10h24;2022-11-10;84.273;0
2022-11-14h01;2022-11-14;86.402;0
2022-11-14h02;2022-11-14;85.51;0
2022-11-14h03;2022-11-14;85.753;0
2022-11-14h04;2022-11-14;87.475;0
2022-11-14h05;2022-11-14;85.015;0
2022-11-14h06;2022-11-14;94.57;0
2022-11-14h07;2022-11-14;109.301;0
2022-11-14h08;2022-11-14;178.389;0
2022-11-14h09;2022-11-14;248.91;13.7048
2022-11-14h10;2022-11-14;291.039;41.2338
2022-11-14h11;2022-11-14;298.008;74.2158
2022-11-14h12;2022-11-14;301.562;127.53
2022-11-14h13;2022-11-14;290.812;231.351
2022-11-14h14;2022-11-14;278.717;159.82
2022-11-14h15;2022-11-14;256.095;156.971
2022-11-14h16;2022-11-14;220.651;46.8342
2022-11-14h17;2022-11-14;211.953;13.7002
2022-11-14h18;2022-11-14;197.981;0
2022-11-14h19;2022-11-14;175.497;0
2022-11-14h20;2022-11-14;134.051;0
2022-11-14h21;2022-11-14;107.55;0
2022-11-14h22;2022-11-14;92.94;0
2022-11-14h23;2022-11-14;87.479;0
2022-11-14h24;2022-11-14;84.914;0
2022-11-15h01;2022-11-15;84.519;0
2022-11-15h02;2022-11-15;83.652;0
2022-11-15h03;2022-11-15;83.29;0
2022-11-15h04;2022-11-15;82.594;0
2022-11-15h05;2022-11-15;83.157;0
